number;department;section;name;full_name;char;type;doc_diff;status;date_pub;papers
;23;;20380.23.26239;Извещение об изменении;;Извещение об изменении;20380-391-5663,20380-391-5664,20380-391-5664СБ,20380-391-5665,20380-391-5665СБ,20380-391-5666,20380-391-5666СБ,20380-391-5669,20380-391-5669СБ;;26.04.2021;А4 - 3
;23;;20380-391-5663;Рассекатель;а3;Габаритный чертеж;;;26.04.2021;
;23;;20380-391-5664;Панель;а2;Спецификация;;;26.04.2021;
;23;;20380-391-5664СБ;Панель. Сборочный чертеж;а3;Сборочный чертеж;;;26.04.2021;
;23;;20380-391-5665;Панель;а2;Спецификация;;;26.04.2021;
;23;;20380-391-5665СБ;Панель.Сборочный чертеж.;а3;Сборочный чертеж;;;26.04.2021;
;23;;20380-391-5666;Панель;а2;Спецификация;;;26.04.2021;
;23;;20380-391-5666СБ;Панель.Сборочный чертеж.;а3;Сборочный чертеж;;;26.04.2021;
;23;;20380-391-5669;Панель откидная;а2;Спецификация;;;26.04.2021;
;23;;20380-391-5669СБ;Панель откидная . Сборочный чертеж;а3;Сборочный чертеж;;;26.04.2021;
;23;;20380.23.26258;Извещение об изменении;;Извещение об изменении;20380-393.05-580,20380-393.05-580СБ;;04.06.2021;А4 - 1
;23;;20380-393.05-580;Спецпокрытие на реи ИБМК;а1;Спецификация;;;04.06.2021;
;23;;20380-393.05-580СБ;Спецпокрытие на реи ИБМК;а1;Сборочный чертеж;;;04.06.2021;
;23;;20380.23.26276;Извещение об изменении;;Извещение об изменении;20380-391-5740,20380-391-5740СБ,20380-391-5741,20380-391-5741СБ,20380-391-5742,20380-391-5742СБ,20380-391-5746,20380-391-5746СБ,20380-391-5747,20380-391-5747СБ;;31.05.2021;А4 - 3
;23;;20380-391-5740;Рама;а1;Спецификация;;;31.05.2021;
;23;;20380-391-5740СБ;Рама. Сборочный чертеж;а1;Сборочный чертеж;;;31.05.2021;
;23;;20380-391-5741;Рама;а1;Спецификация;;;31.05.2021;
;23;;20380-391-5741СБ;Рама. Сборочный чертеж;а1;Сборочный чертеж;;;31.05.2021;
;23;;20380-391-5742;Рама;а1;Спецификация;;;31.05.2021;
;23;;20380-391-5742СБ;Рама. Сборочный чертеж;а1;Сборочный чертеж;;;31.05.2021;
;23;;20380-391-5746;Рама;а1;Спецификация;;;31.05.2021;
;23;;20380-391-5746СБ;Рама. Сборочный чертеж;а1;Сборочный чертеж;;;31.05.2021;
;23;;20380-391-5747;Рама;а1;Спецификация;;;31.05.2021;
;23;;20380-391-5747СБ;Рама. Сборочный чертеж;а1;Сборочный чертеж;;;31.05.2021;
;23;;20380.23.26278;Извещение об изменении;;Извещение об изменении;20380-341.04-028,20380-341.04-028СБ,20380-341.04-034,20380-341.04-034СБ;;12.07.2021;А4 - 8
;23;;20380-341.04-028;Настил в гладильной.;а2;Спецификация;;;12.07.2021;
;23;;20380-341.04-028СБ;Настил в гладильной. Сборочный чертеж;а3;Сборочный чертеж;;;12.07.2021;
;23;;20380-341.04-034;Настил в румпельном отделении;а8;Спецификация;;;12.07.2021;
;23;;20380-341.04-034СБ;Настил в румпельном отделении;а8;Сборочный чертеж;;;12.07.2021;
;23;;20380.23.26311;Извещение об изменении;;Извещение об изменении;20380-321.05-503,20380-321.05-503СБ;;05.08.2021;А4 - 2
;23;;20380-321.05-503;Крепление оборудования, снабжения и ЗИП в аппаратной РТВ №4;а3;Спецификация;;;05.08.2021;
;23;;20380-321.05-503СБ;Крепление оборудования, снабжения и ЗИП в аппаратной РТВ №4;а2;Сборочный чертеж;;;05.08.2021;
;23;;20380.23.26329;Извещение об изменении;;Извещение об изменении;20380-262.01-150,20380-262.01-150МЧ;;06.09.2021;А4 - 3
;23;;20380-262.01-150;Установка дверей в I блоке.;а5;Спецификация;;;06.09.2021;
;23;;20380-262.01-150МЧ;Установка дверей в I блоке. Монтажный чертеж.;а4;Монтажный чертеж;;;06.09.2021;
;23;;20380.23.26413;Извещение об изменении;;Извещение об изменении;20380-330.07-003СБ;;22.06.2021;А4 - 1
;23;;20380-330.07-003СБ;Крепление оборудования и снабжения в помещении для сбора твердых отходов. Сборочный чертеж;а4;Сборочный чертеж;;;22.06.2021;
;23;;20380.23.26417;Извещение об изменении;;Извещение об изменении;20380-317.04-017,20380-317.04-035;;22.06.2021;А4 - 2
;23;;20380-317.04-017;Крепление оборудования и снабжения в раздевальной команды (ПСО №1), душевой команды №2 (ПСО №1) и тамбуре №17 (ПСО №1).;а1;Спецификация;;;22.06.2021;
;23;;20380-317.04-035;Крепление оборудования и снабжения в санузле лазарета.;а2;Спецификация;;;22.06.2021;
;23;;20380.23.26608;Извещение об изменении;;Извещение об изменении;20380-327.04-015,20380-327.04-015СБ;;28.06.2021;А4 - 2
;23;;20380-327.04-015;Крепление оборудования и снабжения в санитарной кладовой.;а4;Спецификация;;;28.06.2021;
;23;;20380-327.04-015СБ;Крепление оборудования и снабжения в санитарной кладовой. Сборочный чертеж;а4;Сборочный чертеж;;;28.06.2021;
;23;;20380.23.26609;Извещение об изменении;;Извещение об изменении;20380-317.04-032,20380-317.04-032СБ;;25.06.2021;А4 - 4
;23;;20380-317.04-032;Крепление оборудования и снабжения в прачечной.;а4;Спецификация;;;25.06.2021;
;23;;20380-317.04-032СБ;Крепление оборудования и снабжения в прачечной. Сборочный чертеж;а5;Сборочный чертеж;;;25.06.2021;
;23;;20380.23.26655;Извещение об изменении;;Извещение об изменении;20380-321.05-069СБ;;09.07.2021;А4 - 1
;23;;20380-321.05-069СБ;Крепление оборудования в помещении запаса ПК-10 №2 Сборочный чертеж;а2;Сборочный чертеж;;;09.07.2021;
;23;;20380.23.26658;Извещение об изменении;;Извещение об изменении;20380-336.06-012СБ;;08.07.2021;А4 - 1
;23;;20380-336.06-012СБ;Крепление оборудования, снабжения и ЗИП в кладовой ЛАК Сборочный чертеж;а1;Сборочный чертеж;;;08.07.2021;
;23;;20380.23.26671;Извещение об изменении;;Извещение об изменении;20380-391.02-126,20380-391.02-126СБ;;09.07.2021;А4 - 2
;23;;20380-391.02-126;Модульная зашивка каюты мичманов №1;а4;Спецификация;;;09.07.2021;
;23;;20380-391.02-126СБ;Модульная зашивка каюты мичманов №1;а4;Сборочный чертеж;;;09.07.2021;
;23;;20380.23.26675;Извещение об изменении;;Извещение об изменении;20380.360238.503;;12.07.2021;А4 - 1
;23;;20380.360238.503;Перечень элементов модульной зашивки;а3;Перечень;;;12.07.2021;
;23;;20380.23.26687;Извещение об изменении;;Извещение об изменении;20380-811.02-273,20380-811.02-273МЧ;;12.07.2021;А4 - 5
;23;;20380-811.02-273;Крепление ящиков ЗИП в вентиляторной поста ЗРК;а2;Спецификация;;;12.07.2021;
;23;;20380-811.02-273МЧ;Крепление ящиков ЗИП в вентиляторной поста ЗРК. Монтажный чертеж;а1;Монтажный чертеж;;;12.07.2021;
;23;;20380.23.26730;Извещение об изменении;;Извещение об изменении;20380-321.05-515СБ;;15.07.2021;А4 - 1
;23;;20380-321.05-515СБ;;а1;;;;15.07.2021;
;23;;20380.23.26731;Извещение об изменении;;Извещение об изменении;20380-321.05-514,20380-321.05-514СБ;;27.07.2021;А4 - 9
;23;;20380-321.05-514;Крепление оборудования, снабжения и ЗИП в помещении постов радиосвязи и посту ЗАС.;а2;Спецификация;;;27.07.2021;
;23;;20380-321.05-514СБ;Крепление оборудования, снабжения и ЗИП в помещении постов радиосвязи и посту ЗАС.;а2;Сборочный чертеж;;;27.07.2021;
;23;;20380.23.26736;Извещение об изменении;;Извещение об изменении;20380-316.02-012,20380-316.02-012СБ;;15.07.2021;А4 - 2
;23;;20380-316.02-012;Крепление оборудования и снабжения в варочном цехе;а11;Спецификация;;;15.07.2021;
;23;;20380-316.02-012СБ;Крепление оборудования и снабжения в варочном цехе;а12;Сборочный чертеж;;;15.07.2021;
;23;;20380.23.26741;Извещение об изменении;;Извещение об изменении;20380-316.02-043;;15.07.2021;А4 - 1
;23;;20380-316.02-043;Крепление оборудования и снабжения в разделочном цехе;а4;Спецификация;;;15.07.2021;
;23;;20380.23.26743;Извещение об изменении;;Извещение об изменении;20380-315.04-087,20380-315.05-080,20380-315.05-080СБ;;16.07.2021;А4 - 5
;23;;20380-315.04-087;Крепление оборудования и снабжения в коридоре №8 (КАП);а2;Спецификация;;;16.07.2021;
;23;;20380-315.05-080;Крепление оборудования и снабжения в коридоре №9 (НАП);а2;Спецификация;;;16.07.2021;
;23;;20380-315.05-080СБ;Крепление оборудования и снабжения в коридоре №9 (НАП) Сборочный чертеж;а2;Сборочный чертеж;;;16.07.2021;
;23;;20380.23.26749;Извещение об изменении;;Извещение об изменении;20380-316.02-011,20380-316.02-011СБ,20380-316.05-045,20380-316.05-045СБ,20380-327.02-013,20380-327.02-013СБ,20380-327.03-012,20380-327.03-012СБ,20380-327.04-010,20380-327.04-010СБ;;29.07.2021;А4 - 8
;23;;20380-316.02-011;Крепление оборудования и снабжения в буфетной №1;а7;Спецификация;;;29.07.2021;
;23;;20380-316.02-011СБ;Крепление оборудования и снабжения в буфетной №1;а7;Сборочный чертеж;;;29.07.2021;
;23;;20380-316.05-045;Крепление оборудования и снабжения в буфетной №2;а3;Спецификация;;;29.07.2021;
;23;;20380-316.05-045СБ;Крепление оборудования и снабжения в буфетной №2;а3;Сборочный чертеж;;;29.07.2021;
;23;;20380-327.02-013;Крепление оборудования и снабжения в медкладовой НЗ.;а3;Спецификация;;;29.07.2021;
;23;;20380-327.02-013СБ;Крепление оборудования и снабжения в медкладовой НЗ. Сборочный чертеж;а3;Сборочный чертеж;;;29.07.2021;
;23;;20380-327.03-012;;а5;;;;29.07.2021;
;23;;20380-327.03-012СБ;;а6;;;;29.07.2021;
;23;;20380-327.04-010;Крепление оборудования в амбулатории;а9;Спецификация;;;29.07.2021;
;23;;20380-327.04-010СБ;Крепление оборудования в амбулатории;а8;Сборочный чертеж;;;29.07.2021;
;23;;20380.23.26786;Извещение об изменении;;Извещение об изменении;20380-262.05-160,20380-262.05-160МЧ;;23.08.2021;А4 - 3
;23;;20380-262.05-160;Установка дверей во 2 ярусе надстройки в р-не 52-64шп.;а8;Спецификация;;;23.08.2021;
;23;;20380-262.05-160МЧ;Установка дверей во 2 ярусе надстройки в р-не 52-64шп.;а5;Монтажный чертеж;;;23.08.2021;
;23;;20380.23.26789;Извещение об изменении;;Извещение об изменении;20380-262.02-163,20380-262.02-163МЧ;;23.08.2021;А4 - 3
;23;;20380-262.02-163;Установка дверей на платформе в р-не 28...58 шп.;а3;Спецификация;;;23.08.2021;
;23;;20380-262.02-163МЧ;Установка дверей на платформе в р-не 28...58 шп.;а3;Монтажный чертеж;;;23.08.2021;
;23;;20380.23.26899;Извещение об изменении;;Извещение об изменении;20380-262.05-159,20380-262.05-159МЧ;;06.09.2021;А4 - 5
;23;;20380-262.05-159;Установка дверей во II ярусе надстройки в р-не 40-52 шп.;а5;Спецификация;;;06.09.2021;
;23;;20380-262.05-159МЧ;;а6;;;;06.09.2021;
;23;;20380.23.26900;Извещение об изменении;;Извещение об изменении;20380-263.01-015,20380-263.01-015МЧ;;06.09.2021;А3 - 3
;23;;20380-263.01-015;Установка горловин в обтекателе.;а2;Спецификация;;;06.09.2021;
;23;;20380-263.01-015МЧ;Установка горловин в обтекателе. Монтажный чертеж.;а2;Монтажный чертеж;;;06.09.2021;
;23;;20380.23.26901;Извещение об изменении;;Извещение об изменении;20380-263.02-080,20380-263.02-080МЧ;;07.09.2021;А4 - 5
;23;;20380-263.02-080;Установка крышек в р-не 41-71 шп.;а1;Спецификация;;;07.09.2021;
;23;;20380-263.02-080МЧ;Установка крышек в р-не 41-71 шп. Монтажный чертеж.;а1;Монтажный чертеж;;;07.09.2021;
;23;;20380.23.26902;Извещение об изменении;;Извещение об изменении;20380-263.02-081,20380-263.02-081МЧ;;07.09.2021;А4 - 4
;23;;20380-263.02-081;Установка крышек в р-не 28-41 шп.;а1;Спецификация;;;07.09.2021;
;23;;20380-263.02-081МЧ;Установка крышек в р-не 28-41 шп. Монтажный чертеж;а1;Монтажный чертеж;;;07.09.2021;
;23;;20380.23.26903;Извещение об изменении;;Извещение об изменении;20380-263.03-102,20380-263.03-102МЧ;;07.09.2021;А4 - 3
;23;;20380-263.03-102;Установка крышек в р-не 71-98 шп.;а3;Спецификация;;;07.09.2021;
;23;;20380-263.03-102МЧ;Установка крышек в р-не 71-98 шп. Монтажный чертеж;а3;Монтажный чертеж;;;07.09.2021;
;23;;20380.23.26906;Извещение об изменении;;Извещение об изменении;20380-262.67-083,20380-262.67-083МЧ;;07.09.2021;А4 - 7
;23;;20380-262.67-083;Установка дверей в 1 ярусе надстройки в р-не 65-95 шп;а7;Спецификация;;;07.09.2021;
;23;;20380-262.67-083МЧ;Установка дверей в 1 ярусе надстройки. Монтажный чертеж;а7;Монтажный чертеж;;;07.09.2021;
;23;;20380.23.27002;Извещение об изменении;;Извещение об изменении;20380-157-0001;;24.09.2021;А4 - 3
;23;;20380-157-0001;Ведомость рабочих конструкторских документов по группе 157 Насыщение корпусных конструкций. Часть 1;а3;Ведомость РКД;;;24.09.2021;
;23;;20380.23.27005;Извещение об изменении;;Извещение об изменении;20380-317.05-060,20380-317.05-060СБ,20380-317.05-062,20380-317.05-062ТБ;;04.10.2021;А4 - 5
;23;;20380-317.05-060;Крепеление оборудования и снабжения в санузле командира;а4;Спецификация;;;04.10.2021;
;23;;20380-317.05-060СБ;Крепление оборудования и снабжения в санузле командира;а2;Сборочный чертеж;;;04.10.2021;
;23;;20380-317.05-062;Расположение оборудования в санузле командира;а1;Чертеж расположения оборудования;;;04.10.2021;
;23;;20380-317.05-062ТБ;Расположение оборудования в санузле командира;а1;Таблица;;;04.10.2021;
;23;;20380.23.27007;Извещение об изменении;;Извещение об изменении;20380-811.05-093,20380-811.05-093МЧ;;04.10.2021;А4 - 1
;23;;20380-811.05-093;Крепление снабжения, оборудования и ЗИП в шкафу сигнальщика №1 и в шкафу сигнальщика №2;а3;Спецификация;;;04.10.2021;
;23;;20380-811.05-093МЧ;Крепление снабжения, оборудования и ЗИП в шкафу сигнальщика №1 и в шкафу сигнальщика №2. Монтажный чертеж;а4;Монтажный чертеж;;;04.10.2021;
;23;;20380.23.27029;Извещение об изменении;;Извещение об изменении;20380-321.05-060СБ;;07.10.2021;А4 - 1
;23;;20380-321.05-060СБ;"Крепление оборудования в посту ""Дозор"" Сборочный чертеж";а1;Сборочный чертеж;;;07.10.2021;
;23;;20380.23.27044;Извещение об изменении;;Извещение об изменении;20380-811.03-008,20380-811.03-008МЧ;;29.10.2021;А4 - 4
;23;;20380-811.03-008;Крепление снабжения в коридоре №5.;а4;Спецификация;;;29.10.2021;
;23;;20380-811.03-008МЧ;Крепление снабжения в коридоре №5. Монтажный чертеж;а5;Монтажный чертеж;;;29.10.2021;
;23;;20380.23.27056;Извещение об изменении;;Извещение об изменении;20380-391.05-217,20380-391.05-217СБ;;07.10.2021;А4 - 1
;23;;20380-391.05-217;Модульная зашивка подволока в спальне старшего помощника;а3;Спецификация;;;07.10.2021;
;23;;20380-391.05-217СБ;Модульная зашивка подволока в спальне старшего помощника;а2;Сборочный чертеж;;;07.10.2021;
;23;;20380.23.27057;Извещение об изменении;;Извещение об изменении;20380-393.57-574,20380-393.57-574СБ;;07.10.2021;А4 - 3
;23;;20380-393.57-574;Покрытия полов на палубе 1 яруса надстройки в районе 38-67 шп;а2;Спецификация;;;07.10.2021;
;23;;20380-393.57-574СБ;Покрытия полов на палубе 1 яруса надстройки в районе 38-67 шп;а1;Сборочный чертеж;;;07.10.2021;
;23;;20380.23.27082;Извещение об изменении;;Извещение об изменении;20380-945-224-01;;06.10.2021;А4 - 3
;23;;20380-945-224-01;Оборудование санитарно-бытовых помещений. Перечень документации;а1;Перечень;;;06.10.2021;
;23;;20380.23.27083;Извещение об изменении;;Извещение об изменении;20380-945-222-01;;06.10.2021;А4 - 3
;23;;20380-945-222-01;Оборудование жилых помещений. Перечень документации;а1;Перечень;;;06.10.2021;
;23;;20380.23.27092;Извещение об изменении;;Извещение об изменении;20380-315.04-087,20380-315.05-080,20380-326.02-010,20380-326.02-013;;06.10.2021;А4 - 3
;23;;20380-315.04-087;Крепление оборудования и снабжения в коридоре №8 (КАП);а3;Спецификация;;;06.10.2021;
;23;;20380-315.05-080;Крепление оборудования и снабжения в коридоре №9 (НАП);а3;Спецификация;;;06.10.2021;
;23;;20380-326.02-010;Крепление оборудования и снабжения в общекорабельном архиве;а2;Спецификация;;;06.10.2021;
;23;;20380-326.02-013;Крепление оборудования и снабжения в спецархиве и тамбуре спецархива;а7;Спецификация;;;06.10.2021;
;23;;20380.23.27104;Извещение об изменении;;Извещение об изменении;20380-317-061,20380-317-061СБ;;05.10.2021;А4 - 1
;23;;20380-317-061;Столешница;1;Спецификация;;;05.10.2021;
;23;;20380-317-061СБ;Столешница;1;Сборочный чертеж;;;05.10.2021;
;23;;20380.23.27114;Извещение об изменении;;Извещение об изменении;20380-321.06-067,20380-321.06-067СБ;;20.10.2021;А4 - 3
;23;;20380-321.06-067;Крепление оборудования и снабжения в помещении дежурного по кораблю;а3;Спецификация;;;20.10.2021;
;23;;20380-321.06-067СБ;Крепление оборудования и снабжения в помещении дежурного по кораблю Сборочный чертеж;а7;Сборочный чертеж;;;20.10.2021;
;23;;20380.23.27127;Извещение об изменении;;Извещение об изменении;20380-811.03-018,20380-811.03-018МЧ;;29.10.2021;А4 - 3
;23;;20380-811.03-018;Крепление снабжения в коридоре №7.;а2;Спецификация;;;29.10.2021;
;23;;20380-811.03-018МЧ;Крепление снабжения в коридоре №7. Монтажный чертеж.;а2;Монтажный чертеж;;;29.10.2021;
;31;;20380.31.26322;Извещение об изменении;;Извещение об изменении;20380-442.03-009;;08.07.2021;А4 - 1
;31;;20380-442.03-009;Ведомость установки манометров в 3 блоке.;а8;Ведомость;;;08.07.2021;
;31;;20380.31.26344;Извещение об изменении;;Извещение об изменении;20380-442.02-504;;08.07.2021;А4 - 1
;31;;20380-442.02-504;Ведомость установки датчиков в ДГО;а1;Ведомость;;;08.07.2021;
;31;;20380.31.26347;Извещение об изменении;;Извещение об изменении;20380-442.02-505;;08.07.2021;А4 - 1
;31;;20380-442.02-505;Ведомость установки датчиков в НМО;а1;Ведомость;;;08.07.2021;
;31;;20380.31.26348;Извещение об изменении;;Извещение об изменении;20380-442.03-506;;08.07.2021;А4 - 1
;31;;20380-442.03-506;Ведомость установки датчиков в КМО;а1;Ведомость;;;08.07.2021;
;31;;20380.31.26402;Извещение об изменении;;Извещение об изменении;20380-442.00-054;;08.07.2021;А4 - 1
;31;;20380-442.00-054;Ведомость системы автоматического управления перепускными клапанами в МО и ДГО;а3;Ведомость;;;08.07.2021;
;31;;20380.31.26637;Извещение об изменении;;Извещение об изменении;20380-465.00-102,20380-465.00-102СБ;;28.09.2021;А4 - 16
;31;;20380-465.00-102;Система пускового воздуха в НМО;а6;Спецификация;;;28.09.2021;
;31;;20380-465.00-102СБ;Система пускового воздуха в НМО;а5;Сборочный чертеж;;;28.09.2021;
;31;;20380.31.26639;Извещение об изменении;;Извещение об изменении;20380-465.36-103,20380-465.36-103СБ;;01.10.2021;А4 - 14
;31;;20380-465.36-103;Система пускового воздуха в КМО;а3;Спецификация;;;01.10.2021;
;31;;20380-465.36-103СБ;Система пускового воздуха в КМО;а4;Сборочный чертеж;;;01.10.2021;
;31;;20380.31.26641;Извещение об изменении;;Извещение об изменении;20380-464.03-503,20380-464.03-503МЧ;;01.10.2021;А4 - 7
;31;;20380-464.03-503;Система газоотводов ГД в КМО;а1;Спецификация;;;01.10.2021;
;31;;20380-464.03-503МЧ;Система газоотводов ГД в КМО;а1;Монтажный чертеж;;;01.10.2021;
;31;;20380.31.26648;Извещение об изменении;;Извещение об изменении;20380-157.02-002,20380-157.02-002СБ;;16.09.2021;А4 - 4
;31;;20380-157.02-002;Насыщение и трубопроводы в кингстонном ящике №2 в НМО;а5;Спецификация;;;16.09.2021;
;31;;20380-157.02-002СБ;;а6;;;;16.09.2021;
;31;;20380.31.26651;Извещение об изменении;;Извещение об изменении;20380-461.03-045,20380-461.03-045СБ;;16.09.2021;А4 - 4
;31;;20380-461.03-045;Система топливная.Воздушные трубы и установка клапанов на измерительных трубах на цистернах расходного топлива №3 и №4.;а5;Спецификация;;;16.09.2021;
;31;;20380-461.03-045СБ;Система топливная. Воздушные трубы и установка клапанов на измерительных трубах на цистернах расходного топлива №3 и №4 Сборочный чертеж;а6;Сборочный чертеж;;;16.09.2021;
;31;;20380.31.26653;Извещение об изменении;;Извещение об изменении;20380-461.02-202,20380-461.02-202СБ;;16.09.2021;А4 - 8
;31;;20380-461.02-202;Система топливная. Трубопроводы подачи топлива к ГД в НМО;а5;Спецификация;;;16.09.2021;
;31;;20380-461.02-202СБ;Система топливная. Трубопроводы подачи топлива к ГД в НМО. Сборочный чертеж;а6;Сборочный чертеж;;;16.09.2021;
;31;;20380.31.26661;Извещение об изменении;;Извещение об изменении;20380-589.03-014МЧ;;05.07.2021;А4 - 2
;31;;20380-589.03-014МЧ;Установка цистерны авиатоплива 90-98 шп.;а4;Монтажный чертеж;;;05.07.2021;
;31;;20380.31.26674;Извещение об изменении;;Извещение об изменении;20380-589-004СБ;;05.07.2021;А4 - 1
;31;;20380-589-004СБ;Установка арматуры на цистерне авиатоплива;6;Сборочный чертеж;;;05.07.2021;
;31;;20380.31.26686;Извещение об изменении;;Извещение об изменении;20380-157.05-330,20380-157.05-330СБ;;05.07.2021;А4 - 2
;31;;20380-157.05-330;Насыщение корпусных конструкций. Шахта приема воздуха НМО и ДГО.;а4;Спецификация;;;05.07.2021;
;31;;20380-157.05-330СБ;Насыщение корпусных конструкций. Шахта приема воздуха НМО и ДГО. Сборочный чертеж;а4;Сборочный чертеж;;;05.07.2021;
;31;;20380.31.26689;Извещение об изменении;;Извещение об изменении;20380-464-511,20380-464-560,20380-464-560СБ,20380-464-564,20380-464-678СБ,20380-464-679СБ,20380-464-714СБ,20380-464-742,20380-464-742СБ,20380-464-744;;22.10.2021;А4 - 5
;31;;20380-464-511;Труба Ду250;1;Спецификация;;;22.10.2021;
;31;;20380-464-560;Проставка сварная;1;Спецификация;;;22.10.2021;
;31;;20380-464-560СБ;Проставка сварная;1;Сборочный чертеж;;;22.10.2021;
;31;;20380-464-564;Патрубок;1;Чертеж детали;;;22.10.2021;
;31;;20380-464-678СБ;Корпус верхний;1;Сборочный чертеж;;;22.10.2021;
;31;;20380-464-679СБ;Корпус нижний;1;Сборочный чертеж;;;22.10.2021;
;31;;20380-464-714СБ;Глушитель ГД с изоляцией. Сборочный чертеж;2;Сборочный чертеж;;;22.10.2021;
;31;;20380-464-742;Колено;1;Спецификация;;;22.10.2021;
;31;;20380-464-742СБ;Колено;1;Сборочный чертеж;;;22.10.2021;
;31;;20380-464-744;Патрубок угловой;1;Спецификация;;;22.10.2021;
;31;;20380.31.26705;Извещение об изменении;;Извещение об изменении;20380-464-680;;14.07.2021;А4 - 1
;31;;20380-464-680;Искрогаситель;1;Спецификация;;;14.07.2021;
;31;;20380.31.26711;Извещение об изменении;;Извещение об изменении;20380-464-561;;02.07.2021;А4 - 1
;31;;20380-464-561;Фланец;а1;Чертеж детали;;;02.07.2021;
;31;;20380.31.26714;Извещение об изменении;;Извещение об изменении;20380-464-279,20380-464-279СБ;;23.07.2021;А3 - 2, А4 - 2
;31;;20380-464-279;Решетка жалюзийная.;3;Спецификация;;;23.07.2021;
;31;;20380-464-279СБ;Решетка жалюзийная. Сборочный чертеж;3;Сборочный чертеж;;;23.07.2021;
;31;;20380.31.26735;Извещение об изменении;;Извещение об изменении;20380-461.01-043,20380-461.01-043СБ;;27.07.2021;А4 - 3
;31;;20380-461.01-043;Система топливная.Воздушные трубы на переливной цистерне и установка клапана на измерительную трубу цистерны запасного топлива №1.;а5;Спецификация;;;27.07.2021;
;31;;20380-461.01-043СБ;Система топливная. Воздушные трубы на переливной цистерне и установка клапана на измерительную трубу цистерны запасного топлива №1. Сборочный чертеж;а4;Сборочный чертеж;;;27.07.2021;
;31;;20380.31.26740;Извещение об изменении;;Извещение об изменении;20380-405.00-004;;16.08.2021;А4 - 5
;31;;20380-405.00-004;Ведомость отличительных планок системы охлаждения;а6;Ведомость;;;16.08.2021;
;31;;20380.31.26747;Извещение об изменении;;Извещение об изменении;20380-464-508,20380-464-508СБ,20380-464-509,20380-464-509СБ;;28.10.2021;А4 - 6
;31;;20380-464-508;Корпус верхний;1;Спецификация;;;28.10.2021;
;31;;20380-464-508СБ;Корпус верхний;1;Сборочный чертеж;;;28.10.2021;
;31;;20380-464-509;Корпус нижний;1;Спецификация;;;28.10.2021;
;31;;20380-464-509СБ;Корпус нижний;1;Сборочный чертеж;;;28.10.2021;
;31;;20380.31.26754;Извещение об изменении;;Извещение об изменении;20380-464-513,20380-464-558,20380-464-558СБ,20380-464-567,20380-464-616;;27.10.2021;А4 - 4
;31;;20380-464-513;Резонансная камера;1;Чертеж детали;;;27.10.2021;
;31;;20380-464-558;Секция поворотная сварная;1;Спецификация;;;27.10.2021;
;31;;20380-464-558СБ;Секция поворотная сварная;1;Сборочный чертеж;;;27.10.2021;
;31;;20380-464-567;Патрубок;1;Чертеж детали;;;27.10.2021;
;31;;20380-464-616;Прокладка;1;Чертеж детали;;;27.10.2021;
;31;;20380.31.26774;Извещение об изменении;;Извещение об изменении;20380-461.02-062СБ;;29.07.2021;А4 - 2
;31;;20380-461.02-062СБ;Система топливная. Трубопроводы приема и перекачки топлива в р-не 36-50 шп. Сборочный чертеж;а7;Сборочный чертеж;;;29.07.2021;
;31;;20380.31.26778;Извещение об изменении;;Извещение об изменении;20380-463-1009;;22.07.2021;А4 - 1
;31;;20380-463-1009;Обушок;1;Чертеж детали;;;22.07.2021;
;31;;20380.31.26780;Извещение об изменении;;Извещение об изменении;20380-461.03-046,20380-461.03-046СБ;;10.08.2021;А4 - 2
;31;;20380-461.03-046;Система топливная. Воздушные трубы и установка клапанов на измерительных трубах на цистернах расходного топлива №8 и №9;а3;Спецификация;;;10.08.2021;
;31;;20380-461.03-046СБ;Система топливная. Воздушные трубы и установка клапанов на измерительных трубах на цистернах расходного топлива №8 и №9. Сборочный чертеж;а8;Сборочный чертеж;;;10.08.2021;
;31;;20380.31.26788;Извещение об изменении;;Извещение об изменении;20380-461.02-048,20380-461.02-048СБ;;10.08.2021;А4 - 4
;31;;20380-461.02-048;Система топливная.Воздушные трубы и установка клапанов на измерительных трубах цистерн запасного топлива №2 и №3.;а5;Спецификация;;;10.08.2021;
;31;;20380-461.02-048СБ;Система топливная. Воздушные трубы и установка клапанов на измерительных трубах цистерн заппсного топлива №2 и №3. Сборочный чертеж;а6;Сборочный чертеж;;;10.08.2021;
;31;;20380.31.26795;Извещение об изменении;;Извещение об изменении;20380-461.03-044,20380-461.03-044СБ;;20.10.2021;А4 - 5
;31;;20380-461.03-044;Система топливная. Трубопровод приема и перекачки топлива в помещении установки для обработки стоков №3.;а3;Спецификация;;;20.10.2021;
;31;;20380-461.03-044СБ;Система топливная. Трубопровод приема и перекачки топлива в помещении установки для обработки стоков №3. Сборочный чертеж;а4;Сборочный чертеж;;;20.10.2021;
;31;;20380.31.26823;Извещение об изменении;;Извещение об изменении;20380-461.02-065СБ;;21.10.2021;А4 - 2
;31;;20380-461.02-065СБ;Система топливная трубопровод зачистки топливных цистерн в ДГО. Сборочный чертеж;а4;Сборочный чертеж;;;21.10.2021;
;31;;20380.31.26832;Извещение об изменении;;Извещение об изменении;20380-461.02-066,20380-461.02-066СБ;;10.08.2021;А4 - 3
;31;;20380-461.02-066;Система топливная. Воздушная труба цистерны отстоя топлива.;а5;Спецификация;;;10.08.2021;
