number;department;section;name;full_name;char;type;doc_diff;status;date_pub;papers
;10;;20380.10.25845;Извещение об изменении;;Извещение об изменении;20380.360080.118-01;;19.03.2021;А4 - 1
;10;;20380.360080.118-01;Перечень топлив, масел, смазок и специальных жидкостей, применяемых на корабле;3;Перечень;;;19.03.2021;
;10;;20380.10.25846;Извещение об изменении;;Извещение об изменении;20380.360060.473;;24.03.2021;А4 - 1
;10;;20380.360060.473;Химмотологическая карта корвета проекта 20380;а3;Перечень;;;24.03.2021;
;10;;20380.10.26060;Извещение об изменении;;Извещение об изменении;20380.360080.1132-01,20380.360080.1139-01ЭД;;25.03.2021;А4 - 1
;10;;20380.360080.1132-01;;2;;;;25.03.2021;
;10;;20380.360080.1139-01ЭД;;3;;;;25.03.2021;
;10;;20380.10.26197;Извещение об изменении;;Извещение об изменении;20380.360203.503;;04.06.2021;А4 - 2
;10;;20380.360203.503;;а3;Спецификация;;;04.06.2021;
;10;;20380.10.26907;Извещение об изменении;;Извещение об изменении;20380-903-1047;;08.09.2021;А4 - 1
;10;;20380-903-1047;;а2;;;;08.09.2021;
;10;;20380.10.26946;Извещение об изменении;;Извещение об изменении;20380-310-501;;12.10.2021;А4 - 1
;10;;20380-310-501;Ведомость применения декоративно-отделочных материалов (Исполнительная);а2;Ведомость;;;12.10.2021;
;12;;20380.12.25512;Извещение об изменении;;Извещение об изменении;20380-655.00-503Э4;;10.06.2021;А4 - 4
;12;;20380-655.00-503Э4;"КТС ОПА ""Гамма-01Ф"". Охранная сигнализация. Схема электрическая соединений";2;Схема электрическая соединений (монтажная);;;10.06.2021;
;12;;20380.12.26051;Извещение об изменении;;Извещение об изменении;20380.360203.509-02;;15.03.2021;А4 - 2
;12;;20380.360203.509-02;;а3;Спецификация;;;15.03.2021;
;12;;20380.12.26312;Извещение об изменении;;Извещение об изменении;20380-655.00-007Э4,20380-655-551;;27.05.2021;А4 - 1
;12;;20380-655.00-007Э4;Система корабельного мониторинга;4;Схема электрическая соединений (монтажная);;;27.05.2021;
;12;;20380-655-551;Ведомость контрагентской документации. Схемы электрические соединений и подключений систем автоматики;а2;Ведомость;;;27.05.2021;
;12;;20380.12.26394;Извещение об изменении;;Извещение об изменении;20380-655.00-011Э4,20380-655.00-019Э4,20380-655.00-024Э4,20380-655.00-063Э4,20380-655.24-034Э4,20380-655.26-017Э4;;01.07.2021;А4 - 4
;12;;20380-655.00-011Э4;"КСУ ТС ""Фауна-20380"" Управление двигателями и редукторами.Схема электрических соединений.";7;Схема электрическая соединений (монтажная);;;01.07.2021;
;12;;20380-655.00-019Э4;;7;;;;01.07.2021;
;12;;20380-655.00-024Э4;"КСУ ТС ""Фауна-20380"". Система управления ОКС ""Зайсан-20380""";10;Схема электрическая соединений (монтажная);;;01.07.2021;
;12;;20380-655.00-063Э4;Сигнализация положения дверей в главных водонепроницаемых переборках.;3;Схема электрическая соединений (монтажная);;;01.07.2021;
;12;;20380-655.24-034Э4;Управление опреснительными установками и насосами пресной воды. Схема электрическая соединений.;5;Схема электрическая соединений (монтажная);;;01.07.2021;
;12;;20380-655.26-017Э4;Контроль давления воздуха в баллонах специзделий. Схема электрическая соединений.;6;Схема электрическая соединений (монтажная);;;01.07.2021;
;12;;20380.12.26710;Извещение об изменении;;Извещение об изменении;20380-691.00-511;;01.07.2021;А4 - 2
;12;;20380-691.00-511;Ведомость маркировки и отличительной окраски электрооборудования систем автоматики.;а3;Ведомость маркировки;;;01.07.2021;
;12;;20380.12.26760;Извещение об изменении;;Извещение об изменении;20380.360268.515;;20.07.2021;А4 - 2
;12;;20380.360268.515;"Ведомость заказа комплектующего оборудования к изделию ""Гамма--01Ф""";а3;Ведомость заказа;;;20.07.2021;
;12;;20380.12.26791;Извещение об изменении;;Извещение об изменении;20380-655.03-053Э4;;26.08.2021;А4 - 1
;12;;20380-655.03-053Э4;Управление топливной системой ЛАК. Схема электрическая соединений;8;Схема электрическая соединений (монтажная);;;26.08.2021;
;12;;20380.12.26794;Извещение об изменении;;Извещение об изменении;20380-655.00-008Э4;;27.08.2021;А4 - 2
;12;;20380-655.00-008Э4;Сигнализация о наличии воды в отсеках. Схема электрическая соединений.;5;Схема электрическая соединений (монтажная);;;27.08.2021;
;12;;20380.12.26800;Извещение об изменении;;Извещение об изменении;20380-655.23-055Э4;;22.09.2021;А4 - 3
;12;;20380-655.23-055Э4;Управление системой пожаротушения тонкораспыленной водой. Схема электрическая соединений.;5;Схема электрическая соединений (монтажная);;;22.09.2021;
;12;;20380.12.26806;Извещение об изменении;;Извещение об изменении;20380-655.02-039Э4;;26.08.2021;А4 - 3
;12;;20380-655.02-039Э4;Управление системой нефтесодержащих и трюмных вод. Схема электрическая соединений.;7;Схема электрическая соединений (монтажная);;;26.08.2021;
;12;;20380.12.26825;Извещение об изменении;;Извещение об изменении;20380-655.00-035Э4;;27.08.2021;А4 - 5
;12;;20380-655.00-035Э4;Управление системами машинных вентиляций НМО, КМО, ДГО. Схема электрическая соединений.;4;Схема электрическая соединений (монтажная);;;27.08.2021;
;12;;20380.12.26873;Извещение об изменении;;Извещение об изменении;20380-655.24-034Э4;;26.08.2021;А4 - 4
;12;;20380-655.24-034Э4;Управление опреснительными установками и насосами пресной воды. Схема электрическая соединений.;6;Схема электрическая соединений (монтажная);;;26.08.2021;
;12;;20380.12.26874;Извещение об изменении;;Извещение об изменении;20380-655.00-020Э4;;26.08.2021;А4 - 3
;12;;20380-655.00-020Э4;"КСУ ТС ""Фауна-20380"""". Система централизованного питания ""Котангенс-20380"""". Схема электрическая соединений.";9;Схема электрическая соединений (монтажная);;;26.08.2021;
;12;;20380.12.26930;Извещение об изменении;;Извещение об изменении;20380-655.00-024Э4;;02.09.2021;А4 - 2
;12;;20380-655.00-024Э4;"КСУ ТС ""Фауна-20380"". Система управления ОКС ""Зайсан-20380""";11;Схема электрическая соединений (монтажная);;;02.09.2021;
;12;;20380.12.27014;Извещение об изменении;;Извещение об изменении;20380-691.00-511;;05.10.2021;А4 - 2
;12;;20380-691.00-511;Ведомость маркировки и отличительной окраски электрооборудования систем автоматики.;а4;Ведомость маркировки;;;05.10.2021;
;14;;20380.14.25755;Извещение об изменении;;Извещение об изменении;20380-810-114;;25.05.2021;А4 - 3
;14;;20380-810-114;Ведомость снабжения инвентарным имуществом и инструментом. Механическое и электротехническое имущество (нетабельное имущество);14;Ведомость;;;25.05.2021;
;14;;20380.14.25825;Извещение об изменении;;Извещение об изменении;20380.360238.401;;19.01.2021;А4 - 2
;14;;20380.360238.401;Ведомость заказа мебели и изделий для оборудования помещений и палуб Исполнительная;1;Ведомость;;;19.01.2021;
;14;;20380.14.25850;Извещение об изменении;;Извещение об изменении;20380.360238.302;;29.03.2021;А4 - 1
;14;;20380.360238.302;Ведомость заказа скобяных изделий Исполнительная;9;Ведомость;;;29.03.2021;
;14;;20380.14.25938;Извещение об изменении;;Извещение об изменении;20380-810-107;;11.01.2021;А4 - 2
;14;;20380-810-107;Ведомость снабжения инвентарным имуществом и инструментом.Аварийно-спасательное имущество (БЧ-5);23;Ведомость;;;11.01.2021;
;14;;20380.14.25948;Извещение об изменении;;Извещение об изменении;20380-810-106;;04.03.2021;А4 - 7
;14;;20380-810-106;Ведомость снабжения инвентарным имуществом и инструментом. Имущество химической службы.;15;Ведомость;;;04.03.2021;
;14;;20380.14.25957;Извещение об изменении;;Извещение об изменении;20380.360268.103;;14.01.2021;А4 - 2
;14;;20380.360268.103;Ведомость заказа осветительной аппаратуры и установочной арматуры. Исполнительная;73;Ведомость;;;14.01.2021;
;14;;20380.14.25977;Извещение об изменении;;Извещение об изменении;20380.360238.401;;15.02.2021;А4 - 2
;14;;20380.360238.401;Ведомость заказа мебели и изделий для оборудования помещений и палуб Исполнительная;2;Ведомость;;;15.02.2021;
;14;;20380.14.26005;Извещение об изменении;;Извещение об изменении;20380.360268.105;;03.02.2021;А4 - 2
;14;;20380.360268.105;Ведомость заказа электрооборудования. Внутренняя связь Исполнительная;25;Ведомость;;;03.02.2021;
;14;;20380.14.26007;Извещение об изменении;;Извещение об изменении;20380.360248.101;;08.02.2021;А4 - 2
;14;;20380.360248.101;Ведомость заказа механического оборудования Исполнительная;67;Ведомость;;;08.02.2021;
;14;;20380.14.26014;Извещение об изменении;;Извещение об изменении;20380.360268.101;;08.02.2021;А4 - 2
;14;;20380.360268.101;;66;;;;08.02.2021;
;14;;20380.14.26023;Извещение об изменении;;Извещение об изменении;20380.360258.501;;17.02.2021;А4 - 8
;14;;20380.360258.501;Ведомость заказа арматуры Исполнительная;20;Ведомость заказа;;;17.02.2021;
;14;;20380.14.26037;Извещение об изменении;;Извещение об изменении;20380-810-107;;25.08.2021;А4 - 4
;14;;20380-810-107;Ведомость снабжения инвентарным имуществом и инструментом.Аварийно-спасательное имущество (БЧ-5);24;Ведомость;;;25.08.2021;
;14;;20380.14.26041;Извещение об изменении;;Извещение об изменении;20380.360268.110;;24.02.2021;А4 - 2
;14;;20380.360268.110;Ведомость заказа изделий радиоэлектроники Исполнительная;48;Ведомость;;;24.02.2021;
;14;;20380.14.26080;Извещение об изменении;;Извещение об изменении;20380.360268.110;;10.03.2021;А4 - 1
;14;;20380.360268.110;Ведомость заказа изделий радиоэлектроники Исполнительная;49;Ведомость;;;10.03.2021;
;14;;20380.14.26097;Извещение об изменении;;Извещение об изменении;20380.360238.401;;31.03.2021;А4 - 5
;14;;20380.360238.401;Ведомость заказа мебели и изделий для оборудования помещений и палуб Исполнительная;3;Ведомость;;;31.03.2021;
;14;;20380.14.26105;Извещение об изменении;;Извещение об изменении;20380.360248.101;;23.03.2021;А4 - 4
;14;;20380.360248.101;Ведомость заказа механического оборудования Исполнительная;68;Ведомость;;;23.03.2021;
;14;;20380.14.26106;Извещение об изменении;;Извещение об изменении;20380.360248.103;;18.03.2021;А4 - 2
;14;;20380.360248.103;Ведомость заказа контрольно-изменительных приборов. Исполнительная;35;Ведомость;;;18.03.2021;
;14;;20380.14.26111;Извещение об изменении;;Извещение об изменении;20380.360258.501;;01.04.2021;А4 - 15
;14;;20380.360258.501;Ведомость заказа арматуры Исполнительная;21;Ведомость заказа;;;01.04.2021;
;14;;20380.14.26112;Извещение об изменении;;Извещение об изменении;20380-810-109;;15.04.2021;А4 - 3
;14;;20380-810-109;Ведомость снабжения инвентарным имуществом и инструментом. Имущество службы снабжения;20;Ведомость;;;15.04.2021;
;14;;20380.14.26137;Извещение об изменении;;Извещение об изменении;20380.360268.103;;19.03.2021;А4 - 2
;14;;20380.360268.103;Ведомость заказа осветительной аппаратуры и установочной арматуры. Исполнительная;74;Ведомость;;;19.03.2021;
;14;;20380.14.26171;Извещение об изменении;;Извещение об изменении;20380.360248.103;;23.04.2021;А4 - 2
;14;;20380.360248.103;Ведомость заказа контрольно-изменительных приборов. Исполнительная;36;Ведомость;;;23.04.2021;
;14;;20380.14.26182;Извещение об изменении;;Извещение об изменении;20380.360268.110;;19.04.2021;А4 - 2
;14;;20380.360268.110;Ведомость заказа изделий радиоэлектроники Исполнительная;50;Ведомость;;;19.04.2021;
;14;;20380.14.26192;Извещение об изменении;;Извещение об изменении;20380.360268.509;;05.04.2021;А4 - 2
;14;;20380.360268.509;Ведомость заказа электрооборудования. Комплектующие изделия для ЭРУ. Исполнительная;5;Ведомость заказа;;;05.04.2021;
;14;;20380.14.26196;Извещение об изменении;;Извещение об изменении;20380.360258.503;;04.06.2021;А4 - 3
;14;;20380.360258.503;Ведомость заказа оборудования систем кондиционирования воздуха;7;Ведомость;;;04.06.2021;
;14;;20380.14.26204;Извещение об изменении;;Извещение об изменении;20380-810-112;;31.05.2021;А4 - 3
;14;;20380-810-112;Ведомость снабжения инвентарным имуществом и инструментом.Радиотехническая боевая часть (БЧ-7);7;Ведомость;;;31.05.2021;
;14;;20380.14.26240;Извещение об изменении;;Извещение об изменении;20380.360258.501;;29.04.2021;А4 - 4
;14;;20380.360258.501;Ведомость заказа арматуры Исполнительная;22;Ведомость заказа;;;29.04.2021;
;14;;20380.14.26249;Извещение об изменении;;Извещение об изменении;20380.360248.101;;23.04.2021;А4 - 2
;14;;20380.360248.101;Ведомость заказа механического оборудования Исполнительная;69;Ведомость;;;23.04.2021;
;14;;20380.14.26253;Извещение об изменении;;Извещение об изменении;20380.360268.103;;21.04.2021;А4 - 1
;14;;20380.360268.103;Ведомость заказа осветительной аппаратуры и установочной арматуры. Исполнительная;75;Ведомость;;;21.04.2021;
;14;;20380.14.26263;Извещение об изменении;;Извещение об изменении;20380.360238.401;;07.06.2021;А4 - 4
;14;;20380.360238.401;Ведомость заказа мебели и изделий для оборудования помещений и палуб Исполнительная;4;Ведомость;;;07.06.2021;
;14;;20380.14.26288;Извещение об изменении;;Извещение об изменении;20380.360278.101;;13.05.2021;А4 - 2
;14;;20380.360278.101;Ведомость заказа специальных изделий Исполнительная;25;Ведомость;;;13.05.2021;
;14;;20380.14.26307;Извещение об изменении;;Извещение об изменении;20380.360248.101;;25.05.2021;А4 - 2
;14;;20380.360248.101;Ведомость заказа механического оборудования Исполнительная;70;Ведомость;;;25.05.2021;
;14;;20380.14.26317;Извещение об изменении;;Извещение об изменении;20380.360268.103;;25.05.2021;А4 - 2
;14;;20380.360268.103;Ведомость заказа осветительной аппаратуры и установочной арматуры. Исполнительная;76;Ведомость;;;25.05.2021;
;14;;20380.14.26320;Извещение об изменении;;Извещение об изменении;20380-810-113;;15.06.2021;А4 - 3
;14;;20380-810-113;Ведомость снабжения инвентарным имуществом и инструментом. Электротехническое имущество (БЧ-5Э);6;Ведомость;;;15.06.2021;
;14;;20380.14.26363;Извещение об изменении;;Извещение об изменении;20380.360258.501;;04.06.2021;А4 - 4
;14;;20380.360258.501;Ведомость заказа арматуры Исполнительная;23;Ведомость заказа;;;04.06.2021;
;14;;20380.14.26366;Извещение об изменении;;Извещение об изменении;20380.360238.302;;23.07.2021;А4 - 3
;14;;20380.360238.302;Ведомость заказа скобяных изделий Исполнительная;10;Ведомость;;;23.07.2021;
;14;;20380.14.26400;Извещение об изменении;;Извещение об изменении;20380.360248.105;;08.06.2021;А4 - 1
;14;;20380.360248.105;Ведомость заказа систем и аппаратуры управления. Исполнительная;10;Ведомость;;;08.06.2021;
;14;;20380.14.26592;Извещение об изменении;;Извещение об изменении;20380.360228.201;;29.06.2021;А4 - 2
;14;;20380.360228.201;Ведомость заказа дельных вещей, изделий судовых устройств и спасательных средств . Исполнительная;37;Ведомость;;;29.06.2021;
;14;;20380.14.26680;Извещение об изменении;;Извещение об изменении;20380.360248.101;;12.07.2021;А4 - 1
;14;;20380.360248.101;Ведомость заказа механического оборудования Исполнительная;71;Ведомость;;;12.07.2021;
;14;;20380.14.26683;Извещение об изменении;;Извещение об изменении;20380.360248.502;;25.06.2021;А4 - 1
;14;;20380.360248.502;Ведомость заказа разного механического оборудования Исполнительная;7;Ведомость заказа;;;25.06.2021;
;14;;20380.14.26719;Извещение об изменении;;Извещение об изменении;20380-810-111;;16.09.2021;А4 - 1
;14;;20380-810-111;Ведомость снабжения инвентарным имуществом и инструментом. Минно-торпедная боевая часть (БЧ-3);5;Ведомость;;;16.09.2021;
;14;;20380.14.26744;Извещение об изменении;;Извещение об изменении;20380.360268.103;;06.07.2021;А4 - 2
;14;;20380.360268.103;Ведомость заказа осветительной аппаратуры и установочной арматуры. Исполнительная;77;Ведомость;;;06.07.2021;
;14;;20380.14.26752;Извещение об изменении;;Извещение об изменении;20380.360268.508;;08.07.2021;А4 - 1
;14;;20380.360268.508;Ведомость заказа ЭРУ;10;Ведомость;;;08.07.2021;
;14;;20380.14.26773;Извещение об изменении;;Извещение об изменении;20380.360228.201;;03.08.2021;А3 - 1
;14;;20380.360228.201;Ведомость заказа дельных вещей, изделий судовых устройств и спасательных средств . Исполнительная;38;Ведомость;;;03.08.2021;
;14;;20380.14.26776;Извещение об изменении;;Извещение об изменении;20380.360268.110;;16.07.2021;А4 - 2
;14;;20380.360268.110;Ведомость заказа изделий радиоэлектроники Исполнительная;51;Ведомость;;;16.07.2021;
;14;;20380.14.26852;Извещение об изменении;;Извещение об изменении;20380.360238.401;;11.08.2021;А4 - 6
;14;;20380.360238.401;Ведомость заказа мебели и изделий для оборудования помещений и палуб Исполнительная;5;Ведомость;;;11.08.2021;
;14;;20380.14.26876;Извещение об изменении;;Извещение об изменении;20380.360258.501;;13.08.2021;А4 - 4
;14;;20380.360258.501;Ведомость заказа арматуры Исполнительная;24;Ведомость заказа;;;13.08.2021;
;14;;20380.14.26877;Извещение об изменении;;Извещение об изменении;20380.360268.112;;04.08.2021;А4 - 2
;14;;20380.360268.112;Ведомость заказа макетов-аналогов изделий радиоэлектроники, специальных изделий;2;Ведомость заказа;;;04.08.2021;
;14;;20380.14.26891;Извещение об изменении;;Извещение об изменении;20380.360248.103;;09.08.2021;А4 - 2
;14;;20380.360248.103;Ведомость заказа контрольно-изменительных приборов. Исполнительная;37;Ведомость;;;09.08.2021;
;14;;20380.14.26908;Извещение об изменении;;Извещение об изменении;20380-810-114;;19.08.2021;А4 - 3
;14;;20380-810-114;Ведомость снабжения инвентарным имуществом и инструментом. Механическое и электротехническое имущество (нетабельное имущество);15;Ведомость;;;19.08.2021;
;14;;20380.14.26919;Извещение об изменении;;Извещение об изменении;20380.360268.101;;22.09.2021;А4 - 2
;14;;20380.360268.101;;67;;;;22.09.2021;
;14;;20380.14.26944;Извещение об изменении;;Извещение об изменении;20380.360268.103;;24.08.2021;А4 - 1
;14;;20380.360268.103;Ведомость заказа осветительной аппаратуры и установочной арматуры. Исполнительная;78;Ведомость;;;24.08.2021;
;14;;20380.14.26965;Извещение об изменении;;Извещение об изменении;20380.360248.103;;26.08.2021;А4 - 3
;14;;20380.360248.103;Ведомость заказа контрольно-изменительных приборов. Исполнительная;38;Ведомость;;;26.08.2021;
;14;;20380.14.26983;Извещение об изменении;;Извещение об изменении;20380.360268.103;;26.08.2021;А4 - 2
;14;;20380.360268.103;Ведомость заказа осветительной аппаратуры и установочной арматуры. Исполнительная;79;Ведомость;;;26.08.2021;
;14;;20380.14.26984;Извещение об изменении;;Извещение об изменении;20380.360268.107;;26.08.2021;А4 - 2
;14;;20380.360268.107;Ведомость заказа соединительных ящиков.;17;Ведомость;;;26.08.2021;
;14;;20380.14.27037;Извещение об изменении;;Извещение об изменении;20380.360258.501;;18.10.2021;А4 - 5
;14;;20380.360258.501;Ведомость заказа арматуры Исполнительная;25;Ведомость заказа;;;18.10.2021;
;14;;20380.14.27045;Извещение об изменении;;Извещение об изменении;20380.360268.110;;17.09.2021;А4 - 2
;14;;20380.360268.110;Ведомость заказа изделий радиоэлектроники Исполнительная;52;Ведомость;;;17.09.2021;
;14;;20380.14.27076;Извещение об изменении;;Извещение об изменении;20380-810-109;;27.09.2021;А4 - 1
;14;;20380-810-109;Ведомость снабжения инвентарным имуществом и инструментом. Имущество службы снабжения;21;Ведомость;;;27.09.2021;
;14;;20380.14.27144;Извещение об изменении;;Извещение об изменении;20380.360268.110;;22.10.2021;А4 - 2
;14;;20380.360268.110;Ведомость заказа изделий радиоэлектроники Исполнительная;53;Ведомость;;;22.10.2021;
;14;;20380.14.27183;Извещение об изменении;;Извещение об изменении;20380.360208.101;;21.10.2021;А4 - 1
;14;;20380.360208.101;Перечень ведомостей заказа;22;Перечень;;;21.10.2021;
;14;;20380.14.27189;Извещение об изменении;;Извещение об изменении;20380.360268.103;;21.10.2021;А4 - 2
;14;;20380.360268.103;Ведомость заказа осветительной аппаратуры и установочной арматуры. Исполнительная;80;Ведомость;;;21.10.2021;
;14;;20380.14.27197;Извещение об изменении;;Извещение об изменении;20380-810-107;;21.10.2021;А4 - 3
;14;;20380-810-107;Ведомость снабжения инвентарным имуществом и инструментом.Аварийно-спасательное имущество (БЧ-5);25;Ведомость;;;21.10.2021;
;14;;20380.14.27207;Извещение об изменении;;Извещение об изменении;20380.360268.508;;22.10.2021;А4 - 2
;14;;20380.360268.508;Ведомость заказа ЭРУ;11;Ведомость;;;22.10.2021;
;16;;20380.16.26154;Извещение об изменении;;Извещение об изменении;20380-395.00-023,20380-395.34-010;;28.04.2021;А4 - 2
;16;;20380-395.00-023;Ведомость окраски наружных поверхностей корпуса и надстройки;а10;Ведомость окраски;;;28.04.2021;
;16;;20380-395.34-010;Ведомость окраски помещений 3 и 4 блоков;а5;Ведомость окраски;;;28.04.2021;
;16;;20380.16.26185;Извещение об изменении;;Извещение об изменении;20380-395.56-027;;21.04.2021;А4 - 1
;16;;20380-395.56-027;Ведомость окраски помещений 5, 6, 7 блоков;а5;Ведомость;;;21.04.2021;
;16;;20380.16.26279;Извещение об изменении;;Извещение об изменении;20380-395.00-023,20380-395.56-027;;12.07.2021;А4 - 2
;16;;20380-395.00-023;Ведомость окраски наружных поверхностей корпуса и надстройки;а11;Ведомость окраски;;;12.07.2021;
;16;;20380-395.56-027;Ведомость окраски помещений 5, 6, 7 блоков;а6;Ведомость;;;12.07.2021;
;16;;20380.16.26804;Извещение об изменении;;Извещение об изменении;20380-395.00-524;;29.07.2021;А4 - 1
;16;;20380-395.00-524;Ведомость окраски внутренних и наружных поверхностей МФ РЛК;а2;Ведомость окраски;;;29.07.2021;
;16;;20380.16.26976;Извещение об изменении;;Извещение об изменении;20380-970.00-1003ТБ;;02.09.2021;А4 - 1
;16;;20380-970.00-1003ТБ;;а8;;;;02.09.2021;
;21;;20380.21.25875;Извещение об изменении;;Извещение об изменении;20380-159.05-553,20380-159.05-553СБ;;02.03.2021;А4 - 2
;21;;20380-159.05-553;Фундаменты под оборудование 53-57 шп. в АП №2;а2;Спецификация;;;02.03.2021;
;21;;20380-159.05-553СБ;Фундаменты под оборудование 53-57 шп. в АП №2;а2;Сборочный чертеж;;;02.03.2021;
;21;;20380.21.25898;Извещение об изменении;;Извещение об изменении;20380-152.02-535,20380-152.02-535СБ;;05.02.2021;А4 - 2
;21;;20380-152.02-535;Фундаменты на платформе-II палуба 41-43 шп. ЛБ в помещении постов РТВ;а1;Спецификация;;;05.02.2021;
;21;;20380-152.02-535СБ;Фундаменты на платформе-II палуба 41-43 шп. ЛБ в помещении постов РТВ;а1;Сборочный чертеж;;;05.02.2021;
;21;;20380.21.25915;Извещение об изменении;;Извещение об изменении;20380-152.04-546,20380-152.04-546СБ;;14.01.2021;А4 - 8
;21;;20380-152.04-546;Фундаменты под УХП в помещении запаса ЛАК 100-110шп;а1;Спецификация;;;14.01.2021;
;21;;20380-152.04-546СБ;Фундаменты под УХП в помещении запаса ЛАК 100-110шп;а1;Сборочный чертеж;;;14.01.2021;
;21;;20380.21.25923;Извещение об изменении;;Извещение об изменении;20380-151.02-508,20380-151.02-508СБ;;26.01.2021;А4 - 2
;21;;20380-151.02-508;Фундамент под насосную станцию на днище 61-62 шп. в НМО ЛБ;а1;Спецификация;;;26.01.2021;
;21;;20380-151.02-508СБ;Фундамент под насосную станцию на днище 61-62 шп. в НМО ЛБ;а1;Сборочный чертеж;;;26.01.2021;
;21;;20380.21.25963;Извещение об изменении;;Извещение об изменении;20380-152.01-334,20380-152.01-334СБ;;01.02.2021;А4 - 2
;21;;20380-152.01-334;Фундаменты под пневмоцистерну на выгородке 26 шп.Пр.Б в УОС№1;а3;Спецификация;;;01.02.2021;
;21;;20380-152.01-334СБ;Фундаменты под пневмоцистерну на выгородке 26 шп.Пр.Б в УОС№1;а3;Сборочный чертеж;;;01.02.2021;
;21;;20380.21.25964;Извещение об изменении;;Извещение об изменении;20380-159.05-029,20380-159.05-029СБ;;01.02.2021;А4 - 2
;21;;20380-159.05-029;Фундаменты на ЛБ 44-51шп в ходовой рубке - ГКП. III ярус надстройки;а5;Спецификация;;;01.02.2021;
;21;;20380-159.05-029СБ;Фундаменты на ЛБ 44-51шп в ходовой рубке-ГКП. III ярус надстройки;а5;Сборочный чертеж;;;01.02.2021;
;21;;20380.21.25965;Извещение об изменении;;Извещение об изменении;NULL,NULL;;01.02.2021;А4 - 1
;21;;20380.21.26219;Извещение об изменении;;Извещение об изменении;20380-151.02-176,20380-151.02-176СБ;;16.07.2021;А4 - 3
;21;;20380-151.02-176;Фундаменты под оборудование на переборке 58 шп. в НМО;а2;Спецификация;;;16.07.2021;
;21;;20380-151.02-176СБ;Фундаменты под оборудование на переборке 58 шп. в НМО Сборочный чертеж;а3;Сборочный чертеж;;;16.07.2021;
;21;;20380.21.26220;Извещение об изменении;;Извещение об изменении;20380-151.03-185,20380-151.03-185СБ;;22.06.2021;А4 - 5
;21;;20380-151.03-185;Фундаменты под блок сепарации и фильтр на настиле II дне78-81шп. в КМО;а2;Спецификация;;;22.06.2021;
;21;;20380-151.03-185СБ;Фундаменты под блок сепарации и фильтр на настиле II дне78-81шп. в КМО;а2;Сборочный чертеж;;;22.06.2021;
;21;;20380.21.26232;Извещение об изменении;;Извещение об изменении;20380-151.02-168,20380-151.02-168СБ,20380-151.03-096СБ;;16.06.2021;А4 - 4
;21;;20380-151.02-168;Фундаменты под НЦВ 63/80АГ, НЦВ 100/20АГ, НЦВ 10/80АГ на переборке 58 шп. в НМО;а2;Спецификация;;;16.06.2021;
;21;;20380-151.02-168СБ;Фундаменты под НЦВ 63/80АГ, НЦВ 100/20АГ, НЦВ 10/80АГ на переборке 58 шп. в НМО Сборочный чертеж;а3;Сборочный чертеж;;;16.06.2021;
;21;;20380-151.03-096СБ;Фундаменты под баллоны днище-2 палуба 80-82 шп. ЛБ и ПрБ в КМО. Сборочный чертеж;а5;Сборочный чертеж;;;16.06.2021;
;21;;20380.21.26256;Извещение об изменении;;Извещение об изменении;20380-151.02-133,20380-151.02-133СБ,20380-151.03-165,20380-151.03-165СБ;;15.06.2021;А4 - 5
;21;;20380-151.02-133;Фундамент под фильтр ФМТ-80 на втором дне 56-57 шп. в ДГО.;а2;Спецификация;;;15.06.2021;
;21;;20380-151.02-133СБ;Фундамент под фильтр ФМТ-80 на втором дне 56-57 шп. в ДГО. Сборочный чертеж;а3;Сборочный чертеж;;;15.06.2021;
;21;;20380-151.03-165;Фундаменты под электронасосы и сепарационное устройство на переборке 82шп. в КМО;а4;Спецификация;;;15.06.2021;
;21;;20380-151.03-165СБ;Фундаменты под электронасосы и сепарационное устройство на переборке 82шп. в КМО;а5;Сборочный чертеж;;;15.06.2021;
;21;;20380.21.26259;Извещение об изменении;;Извещение об изменении;20380-151.02-078,20380-151.03-155,20380-151.03-155СБ;;15.06.2021;А4 - 5
;21;;20380-151.02-078;Фундаменты под II палубой 68-70 шп.в НМО;а5;Спецификация;;;15.06.2021;
;21;;20380-151.03-155;Фундаменты на переборке 82 шп. ПрБ в КМО.;а1;Спецификация;;;15.06.2021;
;21;;20380-151.03-155СБ;Фундаменты на переборке 82 шп. ПрБ в КМО. Сборочный чертеж;а1;Сборочный чертеж;;;15.06.2021;
;21;;20380.21.26264;Извещение об изменении;;Извещение об изменении;20380-151.02-175,20380-151.02-175СБ;;29.06.2021;А4 - 4
;21;;20380-151.02-175;Фундаменты под оборудование днище - 2 палуба ЛБ 58-62 шп. в НМО;а1;Спецификация;;;29.06.2021;
;21;;20380-151.02-175СБ;Фундаменты под оборудование днище - 2 палуба ЛБ 58-62 шп. в НМО Сборочный чертеж;а3;Сборочный чертеж;;;29.06.2021;
;21;;20380.21.26282;Извещение об изменении;;Извещение об изменении;20380-141.06-394,20380-141.06-394СБ;;08.06.2021;А4 - 4
;21;;20380-141.06-394;Подкрепления узла соединения крыши ангара с кормовой стенкой.Фундамент под УИГ на крыше ангара;а1;Спецификация;;;08.06.2021;
;21;;20380-141.06-394СБ;Подкрепления узла соединения крыши ангара с кормовой стенкой.Фундамент под УИГ на крыше ангара;а1;Сборочный чертеж;;;08.06.2021;
